$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3
152A4B,RA-76363,Ministry for Emergency Situations,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/5/62002_1629788294.jpg,https://cdn.jetphotos.com/full/5/62002_1629788294.jpg,https://cdn.jetphotos.com/full/6/47795_1626764153.jpg
15405A,RA-82010,Polet Cargo Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/6/49107_1612095600.jpg,https://cdn.jetphotos.com/full/5/50142_1611757477.jpg,https://cdn.jetphotos.com/full/5/90181_1604048265.jpg
503D91,LY-HLZ,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/6/34906_1639075823.jpg,https://cdn.jetphotos.com/full/6/91401_1633599926.jpg,https://cdn.jetphotos.com/full/5/94721_1631446132.jpg
48DCD1,SP-YGS,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/6/38799_1486057741.jpg,https://cdn.jetphotos.com/full/6/83808_1485971775.jpg,https://cdn.jetphotos.com/full/5/65793_1435510156.jpg
4053CB,G-YAKF,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/5/82796_1632252898.jpg,https://cdn.jetphotos.com/full/5/16626_1469733968.jpg,https://cdn.jetphotos.com/full/4/72823_1379439108.jpg
4049FA,G-CCJK,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/5/14203_1449300712.jpg,https://cdn.jetphotos.com/full/2/31012_1210112543.jpg,https://cdn.jetphotos.com/full/1/72557_1209298730.jpg
40478A,G-YAKC,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/2/35885_1200913174.jpg,,
403978,G-YAKI,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/6/23049_1642066612.jpg,https://cdn.jetphotos.com/full/5/77215_1616952091.jpg,https://cdn.jetphotos.com/full/5/71953_1595259596.jpg
400A31,G-YAKN,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/5/54224_1621519610.jpg,https://cdn.jetphotos.com/full/6/30108_1621437831.jpg,https://cdn.jetphotos.com/full/3/24592_1313681252.jpg
404792,G-OUGH,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/5/34954_1642202064.jpg,https://cdn.jetphotos.com/full/3/67675_1369164174.jpg,https://cdn.jetphotos.com/full/3/44077_1366880947.jpg
484FFC,PH-KWI,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/6/26793_1605902970.jpg,https://cdn.jetphotos.com/full/6/53956_1586779585.jpg,https://cdn.jetphotos.com/full/5/97168_1586519717.jpg
484FF7,PH-DTM,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/6/67630_1629835342.jpg,https://cdn.jetphotos.com/full/6/77543_1628370620.jpg,https://cdn.jetphotos.com/full/5/78009_1610740168.jpg
403B6A,G-YAKX,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/6/78340_1604329399.jpg,https://cdn.jetphotos.com/full/6/35431_1548243511.jpg,https://cdn.jetphotos.com/full/6/92256_1502392369.jpg
44CAB3,OO-RUS,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/5/72010_1628891269.jpg,https://cdn.jetphotos.com/full/5/69809_1628361466.jpg,https://cdn.jetphotos.com/full/6/71374_1626975396.jpg
4039F4,G-BVXK,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/6/67081_1612920857.jpg,https://cdn.jetphotos.com/full/6/46873_1592684617.jpg,https://cdn.jetphotos.com/full/5/82370_1567618593.jpg
A94C7E,N699DP,Private,Aerostar Yak-52 TW,YK52,Civ,Vashe Zdorovye,Basic Trainer,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52,https://cdn.jetphotos.com/full/6/94773_1536033812.jpg,,
402678,G-BMJY,Private,Yakovlev Yak-18A,YK18,Civ,You Came Here In That Thing,Vashe Zdorovye,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-18,https://cdn.jetphotos.com/full/5/39377_1502393191.jpg,,
3D2C78,D-EPCA,Private,Yakovlev Yak-18T,Y18T,Civ,You Came Here In That Thing,Vashe Zdorovye,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-18T,https://cdn.jetphotos.com/full/5/73716_1616915977.jpg,,
406A20,G-HAHU,Private,Yakovlev Yak-18T,Y18T,Civ,You Came Here In That Thing,Vashe Zdorovye,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-18T,https://cdn.jetphotos.com/full/6/64819_1405451579.jpg,,
404ABC,G-SOCT,Private,Yakovlev Yak-50,YK50,Civ,Do A Barrel Roll,Vashe Zdorovye,Aerobatics,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-50_(1975),https://s3.eu-west-2.amazonaws.com/abpic-media-eu-production/pictures/full_size_088/1133183-large.jpg,https://cdn.jetphotos.com/full/1/70328_1210616676.jpg,https://www.airport-data.com/images/aircraft/000/285/285758.jpg
4069C9,G-YAKJ,Private Owner,Yakovlev Yak-18T,Y18T,Civ,You Came Here In That Thing,Vashe Zdorovye,Soviet Union,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-18T,https://live.staticflickr.com/65535/51507657617_053faa43aa_k.jpg,https://live.staticflickr.com/65535/51541798528_44c131fe7a_k.jpg,https://cdn.jetphotos.com/full/5/66943_1509957703.jpg
51004C,EW-286TL,Rada Airlines,Antonov An-74TK-200,AN72,Civ,Cargo,Vashe Zdorovye,Cheburashka,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-74,,,
510146,EW-505TR,Rada Airlines,Ilyushin IL-62MGR,IL62,Civ,Cargo,The Last Of Us,Classic,Da Comrade,https://youtu.be/Gv13eeRh2-c,https://cdn.jetphotos.com/full/5/45532_1641790933.jpg,https://cdn.jetphotos.com/full/5/19279_1641633826.jpg,https://cdn.jetphotos.com/full/6/74641_1641311281.jpg
510099,EW-450TR,Rada Airlines,Ilyushin IL-62MGR,IL62,Civ,Cargo,The Last Of Us,Classic,Da Comrade,https://youtu.be/Gv13eeRh2-c,https://cdn.jetphotos.com/full/5/28244_1640320686.jpg,https://cdn.jetphotos.com/full/5/68550_1639048898.jpg,https://cdn.jetphotos.com/full/5/92838_1638503678.jpg
502C14,YL-RAC,RAF Avia,Antonov An-26,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,Curl,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26,https://cdn.jetphotos.com/full/6/69357_1635083805.jpg,https://cdn.jetphotos.com/full/5/46493_1635025449.jpg,https://cdn.jetphotos.com/full/6/67262_1633950780.jpg
502C13,YL-RAB,RAF Avia,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,Curl,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26,https://cdn.jetphotos.com/full/5/40632_1597497643.jpg,https://cdn.jetphotos.com/full/6/72907_1594388912.jpg,https://cdn.jetphotos.com/full/5/42484_1538123000.jpg
502C12,YL-RAA,RAF Avia,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,Curl,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26,https://cdn.jetphotos.com/full/6/22846_1597476590.jpg,https://cdn.jetphotos.com/full/5/72265_1591025590.jpg,https://cdn.jetphotos.com/full/6/46221_1553232471.jpg
452009,LZ-ABJ,Rose Air,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,Curl,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26,https://cdn.jetphotos.com/full/5/15897_1627379993.jpg,https://cdn.jetphotos.com/full/5/70180_1620761691.jpg,https://cdn.jetphotos.com/full/5/97621_1611410874.jpg
5100C6,EW-483TI,Ruby Star Airways,Antonov An-12 BK,AN12,Civ,Ere Me Now,Vashe Zdorovye,Cargo,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18,https://cdn.jetphotos.com/full/6/41512_1630393362.jpg,https://cdn.jetphotos.com/full/5/48408_1630232147.jpg,https://cdn.jetphotos.com/full/6/63258_1619897316.jpg
510045,EW-275TI,Ruby Star Airways,Antonov An-12 BK,AN12,Civ,Ere Me Now,Vashe Zdorovye,Cargo,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18,https://cdn.jetphotos.com/full/5/36447_1631176287.jpg,https://cdn.jetphotos.com/full/5/34121_1629920341.jpg,https://cdn.jetphotos.com/full/6/89115_1614111903.jpg
5100C8,EW-485TI,Ruby Star Airways,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,Cargo,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18,https://cdn.jetphotos.com/full/5/30327_1631842770.jpg,https://cdn.jetphotos.com/full/5/55296_1623836082.jpg,https://cdn.jetphotos.com/full/6/40621_1621790621.jpg
5100C7,EW-484TI,Ruby Star Airways,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,Cargo,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18,https://cdn.jetphotos.com/full/6/18070_1632138818.jpg,https://cdn.jetphotos.com/full/6/76558_1623004878.jpg,https://cdn.jetphotos.com/full/6/98072_1622528396.jpg
60005F,EW-412TH,Ruby Star Airways,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/5/60689_1642128824.jpg,https://cdn.jetphotos.com/full/6/84583_1641938985.jpg,https://cdn.jetphotos.com/full/5/56375_1640671423.jpg
510081,EW-383TH,Ruby Star Airways,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/6/18249_1641790862.jpg,https://cdn.jetphotos.com/full/5/81243_1640880814.jpg,https://cdn.jetphotos.com/full/5/81243_1640880814.jpg
6010EC,Ex-74001,Sapsan Airline,Antonov An-74,AN72,Civ,Asks No Questions,Arms Embargo,Fell Of The Back Of An Antonov,Da Comrade,https://tinyurl.com/yt8u994n,,,
6010F6,EX-76008,Sapsan Airline,Ilyushin IL-76TD,IL76,Civ,Asks No Questions,Arms Embargo,Fell Of The Back Of An Illyushin,Da Comrade,https://tinyurl.com/yt8u994n,,,
600864,4K-AZ100,Silk Way Airlines,Ilyushin IL-76TD-90,IL76,Civ,Asks No Questions,Arms Embargo,Fell Of The Back Of An Illyushin,Da Comrade,https://tinyurl.com/yt8u994n,https://cdn.jetphotos.com/full/5/54697_1642448282.jpg,https://cdn.jetphotos.com/full/5/46075_1637040935.jpg,https://cdn.jetphotos.com/full/5/98111_1636394083.jpg
5100FE,EW-510TH,Trans Avia,Ilyushin IL-76TD,IL76,Civ,Asks No Questions,Arms Embargo,Fell Of The Back Of An Illyushin,Da Comrade,https://tinyurl.com/yt8u994n,https://cdn.jetphotos.com/full/5/19716_1568832252.jpg,https://cdn.jetphotos.com/full/5/82019_1553230395.jpg,
601850,EZ-F427,Turkmenistan Airlines,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/6/97348_1640967833.jpg,https://cdn.jetphotos.com/full/6/75386_1618393495.jpg,https://cdn.jetphotos.com/full/5/86491_1607270338.jpg
60184F,EZ-F426,Turkmenistan Airlines,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/6/33994_1622971442.jpg,https://cdn.jetphotos.com/full/6/24003_1609587826.jpg,https://cdn.jetphotos.com/full/6/40586_1580979226.jpg
50FF39,78820,Ukraine Air Force,Ilyushin IL-76MD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ukrainian_Air_Force,https://cdn.jetphotos.com/full/5/65313_1633637136.jpg,https://cdn.jetphotos.com/full/6/48853_1614322905.jpg,https://cdn.jetphotos.com/full/5/86340_1612701555.jpg
1540A1,RA-82081,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/5/66212_1627228164.jpg,https://cdn.jetphotos.com/full/5/13968_1622991922.jpg,https://cdn.jetphotos.com/full/5/94947_1620022231.jpg
15409F,RA-82079,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/5/15242_1640951092.jpg,https://cdn.jetphotos.com/full/5/37450_1640073193.jpg,https://cdn.jetphotos.com/full/5/37450_1640073193.jpg
15409E,RA-82078,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/6/52372_1640167036.jpg,https://cdn.jetphotos.com/full/6/19194_1637029646.jpg,https://cdn.jetphotos.com/full/5/16773_1634764602.jpg
15409D,RA-82077,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/6/60601_1641908672.jpg,https://cdn.jetphotos.com/full/6/56013_1641601477.jpg,https://cdn.jetphotos.com/full/5/21277_1641311383.jpg
154094,RA-82068,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/5/55394_1608689356.jpg,https://cdn.jetphotos.com/full/6/37306_1608229106.jpg,https://cdn.jetphotos.com/full/5/65896_1607203503.jpg
15407F,RA-82047,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/6/59864_1640649409.jpg,https://cdn.jetphotos.com/full/5/56617_1639695204.jpg,https://cdn.jetphotos.com/full/6/58258_1639579117.jpg
15407E,RA-82046,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/6/69714_1641661244.jpg,https://cdn.jetphotos.com/full/6/90104_1641338985.jpg,https://cdn.jetphotos.com/full/6/14943_1641338699.jpg
15407D,RA-82045,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/6/86735_1637582192.jpg,https://cdn.jetphotos.com/full/6/12833_1632459341.jpg,https://cdn.jetphotos.com/full/5/58565_1615886330.jpg
15407C,RA-82044,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/5/31392_1641928197.jpg,https://cdn.jetphotos.com/full/5/32981_1641659344.jpg,https://cdn.jetphotos.com/full/6/97363_1640951211.jpg
15407B,RA-82043,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/6/11068_1641813385.jpg,https://cdn.jetphotos.com/full/5/49744_1641506335.jpg,https://cdn.jetphotos.com/full/5/68486_1641446536.jpg
15407A,RA-82042,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/6/12097_1639343157.jpg,https://cdn.jetphotos.com/full/5/40428_1639330861.jpg,https://cdn.jetphotos.com/full/5/21818_1639202247.jpg
15409A,RA-82074,Volga-Dnepr Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,Cargo,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan,https://cdn.jetphotos.com/full/5/19470_1642055148.jpg,https://cdn.jetphotos.com/full/6/59362_1641564046.jpg,https://cdn.jetphotos.com/full/6/59362_1641564046.jpg
152C98,RA-76952,Volga-Dnepr Airlines,Ilyushin IL-76TD-90VD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/5/18036_1641347912.jpg,https://cdn.jetphotos.com/full/5/19996_1641263098.jpg,https://cdn.jetphotos.com/full/6/58584_1638877677.jpg
152C97,RA-76951,Volga-Dnepr Airlines,Ilyushin IL-76TD-90VD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/6/20933_1640648662.jpg,https://cdn.jetphotos.com/full/5/98867_1640598162.jpg,https://cdn.jetphotos.com/full/5/98867_1640598162.jpg
152C96,RA-76950,Volga-Dnepr Airlines,Ilyushin IL-76TD-90VD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/5/61165_1610800592.jpg,https://cdn.jetphotos.com/full/6/54800_1601376663.jpg,https://cdn.jetphotos.com/full/6/51236_1555710138.jpg
152ADF,RA-76511,Volga-Dnepr Airlines,Ilyushin IL-76TD-90VD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/6/93390_1642051793.jpg,https://cdn.jetphotos.com/full/5/59877_1641091566.jpg,https://cdn.jetphotos.com/full/6/34652_1641012117.jpg
152AD7,RA-76503,Volga-Dnepr Airlines,Ilyushin IL-76TD-90VD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76,https://cdn.jetphotos.com/full/5/94544_1634152026.jpg,https://cdn.jetphotos.com/full/6/66439_1631990807.jpg,https://cdn.jetphotos.com/full/6/74726_1642471455.jpg
89621F,A6-DLM,Abu Dhabi Amiri Flight,Airbus A320-212,A320,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Election,Dictator Alert,https://data.dictatoralert.org/dictatorships,https://cdn.jetphotos.com/full/5/51672_1597866961.jpg,https://cdn.jetphotos.com/full/5/30842_1592570985.jpg,https://cdn.jetphotos.com/full/6/98550_1585484191.jpg
8960B1,A6-AUH,Abu Dhabi Amiri Flight,Boeing 737NG-BBJ2,B738,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Elections,Dictator Alert,https://tinyurl.com/3m82af6x,https://cdn.jetphotos.com/full/5/63160_1638997604.jpg,https://cdn.jetphotos.com/full/6/43628_1629317777.jpg,https://cdn.jetphotos.com/full/5/72852_1627560287.jpg
896101,A6-UAE,Abu Dhabi Amiri Flight,Boeing 747,B744,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships,https://cdn.jetphotos.com/full/6/46075_1623883442.jpg,https://cdn.jetphotos.com/full/6/57470_1524589910.jpg,https://cdn.jetphotos.com/full/6/63048_1480543125.jpg
896060,A6-YAS,Abu Dhabi Amiri Flight,Boeing 747,B744,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships,https://cdn.jetphotos.com/full/5/93863_1609254875.jpg,https://cdn.jetphotos.com/full/6/76433_1571860456.jpg,https://cdn.jetphotos.com/full/5/77871_1524589934.jpg
8962E9,A6-PFA,Abu Dhabi Amiri Flight,Boeing 747,B748,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships,https://cdn.jetphotos.com/full/5/34484_1537561283.jpg,https://cdn.jetphotos.com/full/6/60177_1532873097.jpg,https://cdn.jetphotos.com/full/5/59887_1496687879.jpg
896264,A6-ALN,Abu Dhabi Amiri Flight,Boeing 777-ER,B77L,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships,https://cdn.jetphotos.com/full/6/19114_1637956847.jpg,https://cdn.jetphotos.com/full/5/39672_1618509610.jpg,https://cdn.jetphotos.com/full/5/44213_1610993387.jpg
89629F,A6-SIL,Abu Dhabi Amiri Flight,Boeing 777-ER,B77W,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships,https://cdn.jetphotos.com/full/6/37682_1634589362.jpg,https://cdn.jetphotos.com/full/6/83755_1630696858.jpg,https://cdn.jetphotos.com/full/5/61079_1629312688.jpg
89636E,A6-PFC,Abu Dhabi Amiri Flight,Boeing 787,B788,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships,https://cdn.jetphotos.com/full/5/92429_1641671524.jpg,https://cdn.jetphotos.com/full/6/74000_1641318386.jpg,https://cdn.jetphotos.com/full/6/65420_1636570121.jpg
896572,A6-PFH,Abu Dhabi Amiri Flight,Boeing 787-BBJ,B789,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships,,,
896571,A6-PFG,Abu Dhabi Amiri Flight,Boeing 787-BBJ,B789,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships,https://cdn.jetphotos.com/full/5/64434_1639550988.jpg,https://cdn.jetphotos.com/full/5/91385_1636755230.jpg,https://cdn.jetphotos.com/full/5/51487_1636562081.jpg
8964C9,A6-PFE,Abu Dhabi Amiri Flight,Boeing 787-BBJ,B789,Gov,Dictator Alert,Khalifa Al Nahyan,Free And Fair Elections,Dictator Alert,https://data.dictatoralert.org/dictatorships,https://cdn.jetphotos.com/full/6/70412_1629442401.jpg,https://cdn.jetphotos.com/full/5/53359_1628236581.jpg,https://cdn.jetphotos.com/full/6/56998_1621858341.jpg
7277D0,P-672,Air Koryo,Antonov An-148,A148,Gov,Dictator Alert,Kim Jong-un,President4Life,Dictator Alert,https://youtu.be/Rsz-_fgWspo,https://cdn.jetphotos.com/full/6/39153_1625365629.jpg,https://cdn.jetphotos.com/full/5/13622_1474896535.jpg,https://cdn.jetphotos.com/full/6/64636_1463366049.jpg
7277CF,P-671,Air Koryo,Antonov An-148,A148,Gov,Dictator Alert,Kim Jong-un,President4Life,Dictator Alert,https://youtu.be/Rsz-_fgWspo,https://cdn.jetphotos.com/full/6/44439_1611682507.jpg,https://cdn.jetphotos.com/full/5/61647_1603176171.jpg,https://cdn.jetphotos.com/full/5/23891_1602137967.jpg
7278A5,P-885,Air Koryo,Ilyushin IL-62M,IL62,Gov,Dictator Alert,Kim Jong-un,President4Life,Dictator Alert,https://youtu.be/Rsz-_fgWspo,https://cdn.jetphotos.com/full/6/42722_1623162198.jpg,https://cdn.jetphotos.com/full/5/72180_1617079398.jpg,https://cdn.jetphotos.com/full/5/40516_1586965789.jpg
